,name,album,artist,id,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,track_genre_split,mood_Calm,mood_Energetic,mood_Happy,mood_Sad
4900,Lying,Restless,Amy Meredith,spotify:track:6Jq9SD7G1CC5A9G9wYyJYk,0,180266,0.481,0.00423,0.947,0.0,0.265,0.633,-2.29,0.0646,146.771,2.0,4.0,[],0.018608171,0.6286438,0.3409821,0.011765901
4902,Who Knew,I'm Not Dead,P!nk,spotify:track:1l6M9DOVGGgamNxexwr7Gx,0,208493,0.688,0.00462,0.733,0.0,0.0756,0.459,-4.569,0.0274,140.004,9.0,4.0,"['dance pop', 'pop']",0.04012817,0.55436695,0.3986907,0.0068141525
4903,Givin' Up,Permission to Land,The Darkness,spotify:track:3LDsZ7JCzTwfuTRuteUqtB,45,214960,0.56,0.0162,0.927,0.000165,0.236,0.818,-3.126,0.0503,136.613,11.0,4.0,"['glam metal', 'hard rock']",0.010533066,0.4617546,0.5156307,0.012081592
4904,The Cure,The Cure,Lady Gaga,spotify:track:51PIvodunv6NmX5250zxAh,0,211363,0.696,0.0745,0.503,0.0,0.0869,0.559,-4.842,0.0356,99.977,8.0,4.0,"['art pop', 'dance pop', 'pop']",0.083515055,0.24356611,0.65114623,0.02177252
4906,d.a.f,Fingerprints & Footprints - The Ultimate Collection,Powderfinger,spotify:track:05KszEaueVtod0ROmFrcxn,21,212080,0.56,0.00337,0.805,2.05e-05,0.185,0.332,-5.554,0.0298,106.217,2.0,4.0,"['australian alternative rock', 'australian rock']",0.11455982,0.45403805,0.16159123,0.26981077
4907,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",spotify:track:3y3brCCecHC3Db18aIOnny,66,215315,0.591,0.381,0.705,0.000116,0.131,0.27,-6.519,0.079,121.799,9.0,4.0,"['edm', 'pop', 'pop dance', 'tropical house', 'dance pop', 'pop', 'uk pop']",0.03932483,0.5225106,0.3922025,0.045962103
4909,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,spotify:track:1EzrEOXmMH3G43AXT1y7pA,83,242946,0.703,0.559,0.444,0.0,0.0973,0.712,-9.331,0.0417,150.96,11.0,4.0,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",0.73745835,0.0004815344,0.22745018,0.034609925
4910,Acquainted,The Highlights,The Weeknd,spotify:track:0TLdsdxFpWlidrBHBTJcRK,24,348882,0.386,0.445,0.497,0.0,0.0909,0.239,-9.934,0.0511,105.921,7.0,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.3869829,0.0016869743,0.0023598575,0.60897034
4911,Sugar Shack,Sugar Shack,"Jimmy Gilmer, The Fireballs",spotify:track:2QZvMncP3hoLfHJXq4218n,6,120084,0.792,0.397,0.737,7.42e-05,0.0628,0.952,-12.668,0.0549,133.931,7.0,4.0,['surf music'],0.36057815,0.0012075069,0.62790066,0.010313717
4912,White Silver Sands,White Silver Sands,Bill Blacks Combo,spotify:track:3fGFvMNkKDw7ZRB7IKnOOQ,0,159843,0.868,0.522,0.481,0.393,0.0727,0.963,-13.239,0.0432,116.66,0.0,4.0,[],0.3552357,0.26118407,0.12464058,0.25893956
4913,Billionaire (feat. Bruno Mars) - Radio Edit,R&B: The Collection,"Travie McCoy, Bruno Mars",spotify:track:4qM200zmXHM8COYmdbRqKK,41,186746,0.474,0.232,0.721,0.0,0.228,0.642,-6.146,0.337,173.773,6.0,4.0,"['pop rap', 'dance pop', 'pop']",0.00017596324,0.705366,0.29444185,1.6107253e-05
4914,Streets Of Your Town,Quiet Heart - The Best Of,The Go-Betweens,spotify:track:0kcw6bt00z7iaCc8rEsgYa,35,219360,0.605,0.0106,0.885,0.0045,0.261,0.835,-5.959,0.0284,131.891,3.0,4.0,"['australian alternative rock', 'australian rock', 'c86', 'dunedin sound', 'tape club']",0.1672747,0.27566272,0.5124057,0.044656806
4915,When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton),Hits Alive,"Brad Paisley, Dolly Parton",spotify:track:6eEih3sYE69plp2fCKZInS,46,246546,0.497,0.443,0.462,0.0,0.111,0.21,-6.705,0.0269,85.973,0.0,4.0,"['contemporary country', 'country', 'country road', 'classic country pop', 'country', 'country dawn']",0.2767441,0.009676358,0.009158216,0.70442134
4917,"When You Believe (from ""The Prince of Egypt"")","Movie Hits - the best music from film inc. the Titanic Soundtrack, Dirty Dancing OST, The Bodyguard sound track and more","Mariah Carey, Whitney Houston",spotify:track:5ghsVpqrNFTgNifP8vkhC0,28,274466,0.388,0.332,0.464,0.0,0.108,0.126,-6.907,0.0298,125.099,1.0,4.0,"['dance pop', 'pop', 'urban contemporary', 'dance pop']",0.29536748,0.022039786,0.004867613,0.67772514
4919,Don't You Worry Child - Acoustic,Animal,Conor Maynard,spotify:track:2Y0FMEqL3L8GKbObB40qV1,40,185106,0.609,0.845,0.231,0.0,0.27,0.354,-9.709,0.0383,119.785,0.0,4.0,"['post-teen pop', 'uk pop', 'viral pop']",0.3555538,0.004627349,0.18876375,0.451055
4920,Strangers,Strangers,Sigrid,spotify:track:3fJaqjV813edLN5wrxUPkc,0,233725,0.755,0.00584,0.722,0.00104,0.0746,0.133,-6.097,0.038,115.03,7.0,4.0,['norwegian pop'],0.016928019,0.8304971,0.15104808,0.0015268216
4921,Heart-Shaped Box,Nirvana (International Version),Nirvana,spotify:track:6EvgWSbWmQelxrQBmhEdXh,0,279040,0.49,0.0773,0.778,0.00862,0.087,0.278,-6.968,0.0548,99.723,1.0,4.0,"['grunge', 'permanent wave', 'rock']",0.3848725,0.18025371,0.029962191,0.40491155
4922,Wild Love,Wild Love,James Bay,spotify:track:6JnRLa50GuHzF0ucg9AGMI,0,197413,0.443,0.0828,0.608,0.000234,0.102,0.23,-6.708,0.0669,70.124,11.0,4.0,"['neo mellow', 'pop', 'uk pop']",0.18333852,0.012808978,0.3047743,0.4990781
4923,Something In The Way You Move,Delirium (Deluxe),Ellie Goulding,spotify:track:6Wytqpe4mfmyeT8s1xbczG,58,227423,0.658,0.0398,0.814,0.0,0.114,0.316,-6.157,0.0493,109.004,1.0,4.0,"['indietronica', 'metropopolis', 'pop', 'uk pop']",0.054063264,0.7082818,0.22544064,0.012214174
4924,Runaway (U & I),Pharmacy,Galantis,spotify:track:46lFttIf5hnUZMGvjK0Wxo,79,227073,0.506,0.00711,0.805,0.00193,0.0856,0.383,-4.119,0.0469,126.008,1.0,4.0,"['dance pop', 'edm', 'pop', 'pop dance']",0.15221377,0.55209416,0.21185823,0.0838339
4926,Hot Right Now (feat. RITA ORA) - Radio Edit,Nextlevelism,"DJ Fresh, Rita Ora",spotify:track:2SSYLcSiT7oImgsS8cPyQu,60,182333,0.524,0.00656,0.972,0.00058,0.224,0.476,-1.569,0.0431,175.017,4.0,4.0,"['dancefloor dnb', 'drum and bass', 'uk dance', 'dance pop', 'pop', 'uk pop']",0.006296249,0.6085219,0.3771112,0.008070654
4927,This Is War,This Is War,Thirty Seconds To Mars,spotify:track:2D52zjCyqEIQa221lhw6uk,69,326983,0.402,0.0663,0.723,2e-06,0.233,0.224,-5.26,0.0579,160.047,6.0,4.0,"['modern rock', 'post-grunge']",0.06040996,0.25372678,0.06105319,0.62481004
4928,Don't Leave Home,Life For Rent,Dido,spotify:track:7ddFviC4ObJzizg98keTNt,54,226560,0.542,0.0638,0.524,2.74e-05,0.0929,0.434,-8.016,0.0382,171.863,6.0,4.0,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",0.5196432,0.026553538,0.28680497,0.1669984
4929,David's Song,The Heavy Entertainment Show (Deluxe),Robbie Williams,spotify:track:7uAX9NrF4cDpcUA2FiWmKf,30,254280,0.533,0.244,0.469,3.29e-05,0.114,0.202,-6.493,0.027,76.62,0.0,4.0,"['dance rock', 'europop']",0.3192963,0.012236364,0.010012036,0.65845525
4931,Little Bitty Girl,Greatest Hits,Bobby Rydell,spotify:track:6SRkXiSwoU0SZnHlHV3FSG,1,146946,0.623,0.553,0.619,0.0,0.136,0.82,-6.19,0.0367,121.284,1.0,4.0,"['adult standards', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",0.27908033,0.024302294,0.51229376,0.18432374
4932,Thank You,MKTO,MKTO,spotify:track:4OVFkPYP6T8IARtkeMsx3p,0,229880,0.65,0.0171,0.943,0.0,0.15,0.8,-4.751,0.0692,126.008,11.0,4.0,"['pop', 'post-teen pop']",0.012463308,0.68850756,0.29615384,0.0028752165
4934,Mr. Jones,Films About Ghosts (The Best Of Counting Crows),Counting Crows,spotify:track:7n3REqDfZBpkd0bEpGu2H3,55,272733,0.571,0.193,0.836,4.09e-06,0.182,0.73,-5.556,0.0371,141.608,0.0,4.0,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",0.27535558,0.15422086,0.11617216,0.4542513
4935,Minefields,Minefields,"Faouzia, John Legend",spotify:track:1OU4E4HiVjdak0mL4blVWT,69,190605,0.476,0.183,0.686,0.0,0.0997,0.243,-5.019,0.11,152.617,1.0,4.0,"['alt z', 'canadian pop', 'neo soul', 'pop', 'pop soul', 'urban contemporary']",0.042337608,0.49420723,0.44181094,0.021644121
4936,Some Say - Felix Jaehn Remix,Some Say (Felix Jaehn Remix),"Nea, Felix Jaehn",spotify:track:7C1trmcQQ5n5RNy4l6ziCv,72,186878,0.682,0.406,0.7,0.0,0.174,0.637,-5.591,0.0397,120.03,6.0,4.0,"['scandipop', 'edm', 'german dance', 'pop dance', 'tropical house']",0.13657326,0.14573085,0.6602523,0.057443637
4937,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),"Lana Del Rey, Cedric Gervais",spotify:track:7MYX0Vu0uMjVLCiy804sdX,58,214912,0.572,0.0157,0.81,6.53e-06,0.13,0.11,-5.791,0.0558,126.052,1.0,4.0,"['art pop', 'pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",0.061709337,0.7178427,0.19982287,0.020624967
4938,Roll On,Roll On,J.J. Cale,spotify:track:1eTvclQOV0QMNDDwFfPCpu,0,284360,0.521,0.554,0.767,0.533,0.191,0.865,-7.105,0.0289,162.016,9.0,4.0,"['blues', 'blues rock', 'folk rock', 'roots rock', 'singer-songwriter']",0.39636382,0.25821283,0.051727913,0.29369533
4941,Wiggle (feat. Snoop Dogg),Tattoos (Special Edition),"Jason Derulo, Snoop Dogg",spotify:track:1MzXFDFEdndvOReLnoZ0p7,53,193295,0.697,0.0802,0.621,0.0,0.162,0.721,-6.886,0.25,81.946,9.0,4.0,"['dance pop', 'pop', 'g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.0007708245,0.8353094,0.16390514,1.46667135e-05
4942,Broken Humans,Broken Humans,"Human Nature, Guy Sebastian",spotify:track:2Im3R7renXAHrqfFmP3kxN,35,183913,0.544,0.294,0.634,0.0,0.108,0.382,-6.05,0.0423,91.876,11.0,4.0,"['australian pop', 'australian rock', 'boy band', 'australian pop', 'australian talent show']",0.13765024,0.014727501,0.6496923,0.19793007
4943,Sacrifice,Sacrifice,Bebe Rexha,spotify:track:1RSBK5VWdjPjHEmRhAkS4Q,62,160871,0.659,0.0878,0.877,0.0,0.094,0.471,-5.089,0.0288,119.992,11.0,4.0,"['dance pop', 'pop']",0.030366577,0.42621103,0.5353345,0.008087775
4944,Do Right,Do Right,Glades,spotify:track:45w70aQhNwke1yrQZO0ffm,0,194988,0.752,0.063,0.679,0.0,0.0727,0.669,-6.464,0.0304,106.99,3.0,4.0,"['indie electropop', 'indie poptimism', 'metropopolis']",0.06858448,0.47808227,0.43985307,0.0134800365
4945,Water And A Flame (feat. Adele),Love & War,"Daniel Merriweather, Adele",spotify:track:54CBVACBxJ1Sa58aWw4QSP,59,219186,0.558,0.0962,0.689,0.0,0.194,0.546,-4.89,0.0408,148.118,2.0,4.0,"['australian pop', 'british soul', 'pop', 'pop soul', 'uk pop']",0.10557982,0.34830952,0.39493525,0.15117541
4946,Where Are You Now,Where Are You Now,"Lost Frequencies, Calum Scott",spotify:track:3uUuGVFu1V7jTQL60S1r8z,89,148197,0.671,0.515,0.636,0.000411,0.172,0.262,-8.117,0.103,120.966,6.0,4.0,"['belgian edm', 'edm', 'pop dance', 'tropical house', 'pop']",0.018792925,0.5085598,0.45614147,0.016505828
4947,Someone You Loved - Future Humans Remix,Someone You Loved (Future Humans Remix),"Lewis Capaldi, Future Humans",spotify:track:1e8PAfcKUYoKkxPhrHqw4x,64,189052,0.65,0.0803,0.833,0.0,0.0833,0.725,-4.672,0.0359,123.976,1.0,4.0,"['pop', 'uk pop']",0.087740965,0.58859503,0.30239207,0.021271918
4948,Let Her Go,All the Little Lights (Deluxe Version),Passenger,spotify:track:5rEvuW4YhwobKwGL1HPrXA,75,252733,0.479,0.365,0.545,0.0,0.0963,0.244,-7.346,0.0688,74.897,7.0,4.0,"['folk-pop', 'neo mellow']",0.5209135,0.009089736,0.0464888,0.42350805
4949,Emoji of a Wave,The Search for Everything,John Mayer,spotify:track:5ddXMXmXZ2FN4iliTG20nO,58,239666,0.494,0.772,0.365,0.000961,0.139,0.191,-8.92,0.0279,165.764,11.0,4.0,"['neo mellow', 'singer-songwriter']",0.5888367,0.001508719,0.12657207,0.28308254
4950,Boom Boom Pow,The Beginning & The Best Of The E.N.D.,Black Eyed Peas,spotify:track:5MeZ3VxmtSv1O8PcekvLTn,54,251426,0.867,0.13,0.857,0.00171,0.13,0.402,-5.892,0.0663,130.048,9.0,4.0,"['dance pop', 'pop', 'pop rap']",0.0027734863,0.84633404,0.15074806,0.00014436607
4951,What About Me,That's What I'm Talking About,Shannon Noll,spotify:track:3BUdRr4VGmNajx2wLWlGzl,53,201773,0.611,0.672,0.44,0.0,0.114,0.264,-6.046,0.0296,128.097,4.0,4.0,"['australian pop', 'australian rock']",0.33143085,0.016351031,0.085981674,0.5662364
4952,I'm Blue (The Gong-Gong-Song),I'm Blue (The Gong-Gong-Song),The Ikettes,spotify:track:6y0BzvCLpIk7PgZoRD04Qo,7,129515,0.571,0.712,0.525,0.022,0.0398,0.964,-8.164,0.0289,109.87,6.0,4.0,[],0.5054719,0.027209597,0.21867383,0.2486447
4953,Peggy Sue,The Definitive Collection,"Buddy Holly, The Crickets",spotify:track:2MvTUatppQVNsis0xnsWXi,28,148546,0.693,0.93,0.394,1.53e-05,0.121,0.657,-10.263,0.033,148.806,9.0,4.0,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter', 'doo-wop', 'rock-and-roll', 'rockabilly']",0.7440091,2.804225e-05,0.18417506,0.07178784
4954,It Must Have Been Love,The Ballad Hits,Roxette,spotify:track:2julHzta3pq6E1ugxyvsbj,0,259866,0.591,0.177,0.7,0.00027,0.149,0.682,-5.606,0.0261,80.673,5.0,4.0,"['europop', 'swedish pop', 'synthpop']",0.263547,0.02799502,0.24760991,0.460848
4955,One and Only,21,Adele,spotify:track:0ZUHoyKB4dPqXG7MGvnQGm,0,348226,0.528,0.295,0.467,0.0,0.165,0.184,-5.306,0.0287,154.985,5.0,3.0,"['british soul', 'pop', 'pop soul', 'uk pop']",0.106806435,0.0049945554,0.005614009,0.882585
4957,He Did With Me,The Night The Lights Went Out In Georgia (Deluxe Edition),Vicki Lawrence,spotify:track:6NDeQrFQtKx6YDH3zEHaIT,0,150053,0.448,0.624,0.344,0.0,0.221,0.4,-12.75,0.0788,85.159,6.0,4.0,['bubblegum pop'],0.24109025,0.00047306955,0.34012377,0.4183128
4958,Legacy - Radio Edit,Legacy,"Nicky Romero, Krewella",spotify:track:4IWLawtdMznqdOnbOR9cWW,0,195706,0.586,0.0609,0.706,0.0,0.12,0.219,-3.673,0.0454,127.961,0.0,4.0,"['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'edm', 'electra', 'electro house', 'pop dance']",0.044623625,0.5612005,0.37331998,0.02085584
4959,Starstrukk,Teenage Dream,"3OH!3, Katy Perry",spotify:track:1CuzzAbJ4q28V5JOLCzQVp,0,203093,0.605,0.00153,0.795,0.0,0.207,0.263,-6.086,0.0712,139.896,11.0,4.0,"['electropowerpop', 'pop punk', 'pop rap', 'post-teen pop', 'pop']",0.003980832,0.66030014,0.33322763,0.0024914523
4960,Move Closer,All of Phyllis Nelson (14 Songs & Hits),Phyllis Nelson,spotify:track:0hXmK3JDrrEPaobPa9iqRb,47,275733,0.645,0.333,0.678,7.48e-05,0.228,0.729,-7.367,0.0235,84.482,3.0,4.0,[],0.3346313,0.015125629,0.20423023,0.44601274
4962,Daydreamer (feat. Example) - Radio Edit,Daydreamer (feat. Example),"Flux Pavilion, Example",spotify:track:5osHRqrBmK2Am2FhoNm2FL,39,212973,0.539,0.00219,0.914,0.0806,0.199,0.432,-5.786,0.0345,141.35,9.0,4.0,"['brostep', 'classic dubstep', 'complextro', 'edm', 'electro house', 'hip house', 'uk dance']",0.2196213,0.2929928,0.31975228,0.16763362
4964,These Kids (radio edit),Joel Turner & The Modern Day Poets,Joel Turner,spotify:track:0rYA2OJ81pKaPgjMweCipO,40,240093,0.75,0.105,0.846,0.00218,0.0957,0.665,-5.241,0.0392,131.989,4.0,4.0,[],0.034798503,0.73665553,0.22365905,0.00488705
4965,So Sick,In My Own Words,Ne-Yo,spotify:track:4SRqDmPxYX0pUb5B5ut2Ri,0,207186,0.452,0.246,0.574,0.0,0.189,0.58,-8.336,0.31,92.791,6.0,4.0,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.011401242,0.77166593,0.21604319,0.0008896363
4966,American Dream,MKTO,MKTO,spotify:track:7hZW3cbGT0q0xTFqvemfLl,0,225746,0.554,0.114,0.767,0.0,0.231,0.497,-5.043,0.0497,122.846,0.0,4.0,"['pop', 'post-teen pop']",0.13034303,0.32864317,0.24717036,0.29384348
4967,Just Say So,Wall Of Soundz,"Brian McFadden, Kevin Rudolf",spotify:track:0ydftCuqBxNoFTx3BVtEc2,34,196866,0.579,0.0513,0.866,0.0,0.259,0.568,-6.345,0.0331,126.083,0.0,3.0,"['europop', 'talent show', 'pop rap', 'wrestling']",0.22012587,0.22791961,0.37728015,0.17467445
4968,Attention,Attention,Charlie Puth,spotify:track:4iLqG9SeJSnt0cSPICSjxv,0,211475,0.774,0.0969,0.626,3.12e-05,0.0848,0.777,-4.432,0.0432,100.041,3.0,4.0,"['pop', 'viral pop']",0.0319248,0.54939884,0.41263044,0.006045909
4969,The Business,The Business,Tiësto,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,82,164000,0.798,0.414,0.62,0.0192,0.112,0.235,-7.079,0.232,120.031,8.0,4.0,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",0.00066359254,0.79657847,0.20273753,2.038314e-05
4970,I Wanna Be Evil,I Wanna Be Evil,Marina Eco,spotify:track:3wM48NDi4b7efssnJ6xOSr,0,321038,0.523,0.768,0.33,0.0,0.212,0.416,-11.497,0.0866,99.658,5.0,4.0,[],0.4275822,0.0019737666,0.043316074,0.5271279
4971,I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.","Mike Posner, Seeb",spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,76,197933,0.664,0.0353,0.714,8.42e-06,0.0843,0.71,-6.645,0.111,101.969,7.0,4.0,"['dance pop', 'pop', 'pop dance', 'pop rap', 'pop dance']",0.014248021,0.6491489,0.33454502,0.0020580161
4972,Almost Persuaded,Walk Through This World With Me,George Jones,spotify:track:6aVNWA7KjBH3bOn7yErzlz,18,178026,0.481,0.804,0.237,0.0,0.156,0.344,-10.716,0.0292,84.405,3.0,3.0,"['country', 'country rock', 'honky tonk']",0.4772086,1.6773609e-05,0.0909273,0.43184733
4973,If I Never See Your Face Again - Featuring Rihanna,If I Never See Your Face Again,"Maroon 5, Rihanna",spotify:track:3Z3wKY8zT5M7olKAGBTwMi,0,198413,0.767,0.00408,0.807,1.19e-06,0.117,0.902,-3.066,0.0389,106.008,6.0,4.0,"['pop', 'barbadian pop', 'pop', 'urban contemporary']",0.011602538,0.67308223,0.31386068,0.0014546583
4974,Can You Feel The Love Tonight,Greatest Hits,Elton John,spotify:track:46C6OS7z78QtCxEACPrspw,56,240800,0.308,0.809,0.305,9.55e-05,0.096,0.145,-10.669,0.0309,125.243,10.0,4.0,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.43728763,5.471981e-05,0.026917191,0.5357405
4975,Polyester Girl,Hits of the '90s,Regurgitator,spotify:track:62v8Z6G78pT8s8XScvjRfO,0,210840,0.746,0.00652,0.841,9.9e-05,0.101,0.964,-6.189,0.0295,107.941,8.0,4.0,"['australian alternative rock', 'australian rock']",0.120328195,0.1260771,0.74518675,0.008407995
4976,Beep Beep Beep,Ciao!,Tiga,spotify:track:5hmVQWh4lhQq1yvb9wFLAs,0,229760,0.672,0.0384,0.982,0.848,0.0826,0.754,-4.296,0.0375,127.981,8.0,4.0,"['alternative dance', 'canadian electronic', 'dance-punk', 'electroclash', 'electronica', 'filter house', 'new rave']",0.40907955,0.2518441,0.033626948,0.3054493
4977,Sexy Bitch (feat. Akon),One More Love,"David Guetta, Akon",spotify:track:1B3t5xC2jzTgjDOwawchu8,0,195853,0.813,0.076,0.627,0.000616,0.131,0.801,-5.018,0.0486,130.011,11.0,4.0,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'dance pop']",0.015328066,0.3050105,0.6775943,0.0020670868
4978,Take A Bow,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:3mmjD9G2HUUzDbFl3NRDLM,0,229413,0.697,0.248,0.467,0.0,0.0941,0.572,-7.536,0.0715,82.081,9.0,4.0,"['barbadian pop', 'pop', 'urban contemporary']",0.19894637,0.035738107,0.71695703,0.048358466
4979,Call On Me - Ryan Riback Remix,Call On Me,"Starley, Ryan Riback",spotify:track:3R8lr1Y1kPgXEbnXkcMMlT,45,222000,0.691,0.136,0.821,0.000115,0.092,0.759,-4.527,0.0401,104.961,0.0,4.0,"['aussietronica', 'melbourne bounce']",0.080001116,0.61985254,0.27778274,0.022363573
4980,Ginger Man,The Magic of Brian Cadd,Brian Cadd,spotify:track:6p7v10VTlje43PRfaTOBZN,0,252026,0.379,0.666,0.194,0.000262,0.117,0.23,-14.985,0.0327,113.68,4.0,4.0,"['australian americana', 'australian rock']",0.4607999,2.8531918e-05,0.01966693,0.51950455
4981,Nobody but Me,Nobody but Me (Deluxe),Michael Bublé,spotify:track:5G3UfEFiR4MUqkC8ETbzeR,50,179640,0.686,0.139,0.698,0.0,0.134,0.963,-5.142,0.0642,93.972,4.0,4.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.09759952,0.16519964,0.71701586,0.020185014
4982,Just A Kiss,Own The Night,Lady A,spotify:track:5CR95JVlItpP3WaAIJUskm,0,214440,0.564,0.399,0.623,0.0,0.0914,0.307,-7.248,0.0318,145.047,1.0,4.0,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",0.32439882,0.08566216,0.09040529,0.4995337
4984,Talk of the Town,One Voice,John Farnham,spotify:track:3u5vKV8Jr3XON1QWz1lUbP,14,224266,0.679,0.492,0.892,0.0279,0.116,0.933,-9.401,0.0512,92.53,7.0,4.0,"['australian pop', 'australian rock']",0.35458958,0.06996469,0.5032807,0.07216495
4985,Bom Bom - Radio Edit,Bom Bom,Sam And The Womp,spotify:track:0d5f6gzzW1Pgx9uJsLrSDP,56,174033,0.755,0.0213,0.925,3.32e-05,0.101,0.804,-3.977,0.257,125.06,0.0,4.0,['balkan beats'],0.00016151524,0.85962814,0.14020863,1.6685188e-06
4986,Oh Boy!,The Definitive Collection,"Buddy Holly, The Crickets",spotify:track:2bfsHVgRsnSANN3SJ4sPt2,51,126986,0.528,0.661,0.638,0.0,0.265,0.816,-7.193,0.0369,96.63,9.0,4.0,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter', 'doo-wop', 'rock-and-roll', 'rockabilly']",0.0738417,0.000757403,0.6572407,0.26816013
4987,Waterfall,Waterfall,"Stargate, P!nk, Sia",spotify:track:7pYFPMeK0TnaTGdS6qOtEr,54,200029,0.372,0.0987,0.919,0.0,0.234,0.419,-1.68,0.3,182.785,11.0,4.0,"['norwegian pop', 'dance pop', 'pop', 'australian dance', 'australian pop', 'pop']",9.4713605e-06,0.6744311,0.3255562,3.2764065e-06
4988,Boss Bitch,Boss Bitch,Doja Cat,spotify:track:78qd8dvwea0Gosb6Fe6j3k,82,134239,0.707,0.127,0.955,0.0,0.202,0.575,-4.593,0.222,125.989,10.0,4.0,"['dance pop', 'pop']",2.9418916e-05,0.7657617,0.23420744,1.5938928e-06
4989,The Wah-Watusi,The Wah - Watusi,The Orlons,spotify:track:0XtljDvyIsgkKllx8Kci8C,1,152006,0.77,0.14,0.689,0.000317,0.0625,0.847,-5.697,0.0385,134.121,4.0,4.0,"['classic girl group', 'doo-wop', 'rhythm and blues']",0.092355676,0.25251552,0.64535135,0.009777389
4993,Lost Stars,V (Deluxe),Adam Levine,spotify:track:1WYZdl58Vg7Hs19QPJOSWu,0,266706,0.491,0.0986,0.59,0.0,0.0792,0.419,-4.69,0.0277,82.038,0.0,4.0,['deep talent show'],0.34397867,0.049230415,0.010775506,0.5960154
4995,Ghetto Gospel,Loyal To The Game,2Pac,spotify:track:2MQ51y5NhCyva4SgWmK2Me,0,238053,0.794,0.0964,0.614,0.0,0.0789,0.663,-5.352,0.0467,80.569,5.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.051310886,0.31683517,0.62508357,0.0067703123
4996,Find You (feat. Jake Reese),Find You (feat. Jake Reese),"Topic, Jake Reese",spotify:track:64qGiwJq4tO4wrxiY9CWjE,38,209000,0.651,0.0344,0.815,7.51e-05,0.118,0.42,-5.87,0.0698,109.044,0.0,4.0,"['german dance', 'pop dance', 'pop edm', 'uk dance', 'dutch pop']",0.028908322,0.7219916,0.24303956,0.006060565
4998,Heathens,Heathens,Twenty One Pilots,spotify:track:6i0V12jOa3mr6uu4WYhUBr,84,195920,0.732,0.0841,0.396,3.58e-05,0.105,0.548,-9.348,0.0286,90.024,4.0,4.0,"['modern rock', 'pop', 'pov: indie', 'rock']",0.4263349,0.010452693,0.4260435,0.13716888
4999,God-Shaped Hole,The Best Of Plumb,Plumb,spotify:track:5c4Rl8wtsg2XSIT4JTsd9V,31,231333,0.525,0.00465,0.79,0.0,0.12,0.681,-7.263,0.0328,101.329,0.0,4.0,"['ccm', 'christian alternative rock', 'christian music']",0.31901446,0.1991051,0.1533191,0.32856137
5000,Arabella,AM,Arctic Monkeys,spotify:track:4FSm0Ca6Hzd7Vx7TpSfcSy,0,207356,0.579,0.0202,0.558,1.26e-06,0.212,0.506,-6.986,0.0895,179.949,2.0,4.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.02424892,0.4927937,0.46928626,0.01367102
5002,One Night Stand,Lickin' On Both Sides,Mis-Teeq,spotify:track:2OGmG8TwGon9uwHFUQM46K,34,207466,0.851,0.384,0.66,1.07e-06,0.096,0.781,-4.181,0.0938,101.007,0.0,4.0,"['girl group', 'uk garage']",0.01588361,0.6294177,0.35338363,0.0013151141
