,name,album,artist,id,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,track_genre,mood_Calm,mood_Energetic,mood_Happy,mood_Sad
26904,Adicto,Adicto,Dani Garcia;Oscar Velasquez,1E7w7VioqM3EHfnG2I0GtZ,18,128854,0.755,0.571,0.514,0.0,0.118,0.388,-11.15,0.354,93.484,9,4,disney,0.015112813,0.007264891,0.032880805,0.9447414
26914,Ya Never Know - 1982 Original Cast,Little Shop Of Horrors,Alan Menken;Hy Anzell;Lee Wilkof;Jennifer Leigh Warren;Sheila Kay Davis;Leilani Jones,47IslmEoXGYieRLUj07Uqy,19,176773,0.612,0.652,0.628,0.0,0.591,0.836,-11.127,0.361,149.345,7,4,disney,3.6130346e-05,0.34518373,0.47064027,0.18413977
26920,Fahrt mit einer Dampflok,"Fantasiereisen für Kinder, Vol. 3",Manuel Straube,635DR98kTDAllfxVXC28Bn,18,416520,0.523,0.155,0.296,1.18e-06,0.135,0.445,-19.339,0.346,147.055,0,3,disney,0.046210114,0.0041267388,0.021996465,0.92766666
27042,No Chance,No Chance,Turno;Inja,6hd7Pul61lWMN95RITB5gB,27,315862,0.53,0.104,0.966,0.00967,0.203,0.131,-1.43,0.402,173.986,0,4,drum-and-bass,2.2384503e-08,0.8766368,0.12177105,0.0015919852
27125,Suicide Bassline VIP,Emulation - The Remixes,Mefjus,40x5JeBymJGgCp9ehxMYf1,24,273348,0.66,0.00667,0.982,0.649,0.255,0.125,-3.015,0.441,171.974,7,4,drum-and-bass,3.6635447e-07,0.84347534,0.14749897,0.009025236
27219,Censor (feat. Popcaan & IRAH),What Came Before,Chase & Status;Popcaan;IRAH,18EcR5oRBNKqKqX9qxpcKC,54,216093,0.511,0.00444,0.96,0.000121,0.133,0.307,-3.214,0.395,175.076,5,4,drum-and-bass,1.9383817e-08,0.9134587,0.08568146,0.00085966394
27289,Hocus Pocus,No More Idols (Platinum Edition),Chase & Status,6bfUBZewDWten33ntZtE0Z,19,239706,0.569,0.00558,0.983,0.144,0.34,0.336,-3.917,0.343,174.965,1,4,drum-and-bass,7.397801e-09,0.8696101,0.12981679,0.0005730131
27305,Point Em Up,Point Em Up,Kanine;P Money,1GzeZBt9GXs9hAuopZGacR,47,212571,0.636,0.004,0.958,1.17e-06,0.267,0.395,-1.975,0.422,174.759,9,4,drum-and-bass,2.6700713e-09,0.89224297,0.10732649,0.00043057938
27311,The Light,The Light,Annix;Simula,7iJPTFkKt6DHZwKMBoCMC2,19,198171,0.498,0.00578,0.964,2.84e-05,0.242,0.567,-1.078,0.378,174.881,5,4,drum-and-bass,1.880028e-09,0.8784083,0.12130241,0.0002891752
27348,Jah the Seventh Seal,Timeless,Goldie;Dillinja;Mixed By: Dillinja,0dq5kEZ4DTRVJgyWHMhtUk,19,384253,0.634,0.0309,0.809,0.364,0.356,0.251,-9.054,0.458,159.932,5,4,drum-and-bass,1.8621808e-05,0.3393439,0.40670782,0.25392956
27399,Heavy and Dark - Carasel Vocal Mix,VIP,Serum;MC Bassman;Carasel,3wOaWWJ10JFBEYFAZDknCV,19,222857,0.688,0.317,0.937,0.0,0.266,0.367,-0.767,0.371,175.002,5,4,drum-and-bass,2.2715254e-08,0.8034246,0.19492108,0.0016543671
27435,Wickedest Man,Brand New Machine (Deluxe Version),Chase & Status;Riko,62IMdy1VTDP4cCk6IS05Fg,18,145453,0.674,0.0965,0.57,0.0,0.154,0.869,-8.235,0.436,117.876,8,3,drum-and-bass,8.435587e-05,0.08534259,0.2659595,0.6486135
27558,Program,RTRN II JUNGLE,Chase & Status;IRAH,5xI6XC2Qc3eez4lbbIMZzF,52,252360,0.517,0.0706,0.886,0.00252,0.137,0.213,-4.357,0.395,175.128,7,4,drum-and-bass,1.798909e-07,0.86878777,0.12760249,0.0036095742
27574,Never Say Die - Amplify Remix,Never Say Die (Amplify Remix),Original Sin;Amplify,5uAuWOvikQv5gqxiscQzIO,17,320000,0.565,0.0219,0.992,0.000592,0.387,0.148,-0.665,0.343,174.027,1,4,drum-and-bass,1.7067736e-09,0.85334146,0.14627883,0.00037962542
27661,INEEDU,INEEDU / SOYUZ,Teddy Killerz,6oj95LjRQSKa5oY6aexgpa,38,213942,0.541,0.00146,0.997,0.774,0.309,0.27,-0.513,0.449,175.042,11,4,drum-and-bass,5.6170784e-08,0.8733599,0.124436244,0.0022037607
27665,Physically,Manifest,Mefjus,6f3CoYdeGodbrHfa2Rj23u,17,207906,0.468,0.105,0.988,0.0592,0.159,0.114,-0.663,0.457,172.088,4,4,drum-and-bass,9.185379e-09,0.9517696,0.047791984,0.0004384453
27668,One Night Only,One Night Only,K Motionz,39IPJdqCUTF1oaCRntH4Yl,16,281379,0.679,0.0169,0.968,0.315,0.106,0.456,-4.55,0.344,86.925,6,4,drum-and-bass,2.0282414e-05,0.51136273,0.3925906,0.09602635
27690,No Problem - Live At Brixton Academy,Live At Brixton Academy,Chase & Status,3F2O31U3y4JFJnFsko7sAi,16,282933,0.392,0.00274,0.957,0.0163,0.382,0.164,-7.548,0.474,175.183,6,4,drum-and-bass,1.3426747e-08,0.882419,0.116519384,0.0010616869
27699,Let You Go - Feed Me Remix,No More Idols (Platinum Edition),Chase & Status;Mali;Feed Me,04TYAxJxBug9PDsIP2Vbkb,16,301155,0.698,0.00497,0.803,6.32e-05,0.613,0.674,-5.108,0.374,128.058,6,4,drum-and-bass,5.909171e-09,0.8002219,0.19893418,0.00084384764
27855,Take It Back,Spirit In The System,The Qemists;Enter Shikari,2i4VsOvjYtbsm8KgPtnNFT,39,260179,0.409,0.000333,0.991,8.98e-05,0.0838,0.17,-2.241,0.334,173.948,5,4,drum-and-bass,3.650741e-08,0.90817827,0.09078111,0.0010404949
27934,Kingpin - Rockwell Remix,Kingpin,Friction;Skream;Scrufizzer;P Money;Riko Dan,2u7lx0bz7JEsbrYiMRRfTI,14,306118,0.465,0.0206,0.873,2.36e-05,0.109,0.621,-3.461,0.406,81.199,0,4,drum-and-bass,1.5879312e-05,0.48220196,0.42341223,0.09437001
27982,I Wanna Know,My Sound (1993 - 2004),Dillinja,1poVgpW71pmLcMq5TzPzXE,14,365400,0.744,0.00345,0.937,0.0213,0.32,0.244,-5.397,0.357,172.386,1,4,drum-and-bass,4.8222354e-08,0.720891,0.27456567,0.0045432714
28141,"Get Up, Stand Up",Burnin',The Wailers,2Mw8xQJpIDAgrktDXEqxCs,52,198160,0.799,0.264,0.572,0.0,0.06,0.828,-7.238,0.357,77.751,10,4,dub,6.496044e-05,0.03290461,0.3165004,0.65053004
28149,"The Same Song (12"" Version)",Supa Chill,Israel Vibration,4DvrZuPYLe5c2s4NcCmqWN,0,420186,0.904,0.00884,0.422,0.0122,0.0352,0.555,-8.139,0.336,123.004,11,4,dub,4.325683e-05,0.051693253,0.44870672,0.49955678
28210,HEAVE,HEAVE,MARAUDA;Scarlxrd,0C79m0V3CqruSMxOvHCwt3,54,360000,0.393,0.0134,0.99,0.276,0.386,0.129,-3.464,0.342,132.495,1,4,dub,1.1472354e-07,0.7935351,0.20399672,0.0024680009
28229,Name Drop,Name Drop,Excision;Wooli,02yaX0Reb1fQYIQdri4Ow8,58,228800,0.319,0.0079,0.983,0.00144,0.1,0.28,-0.48,0.38,75.373,1,4,dub,1.6936726e-06,0.9005587,0.095666476,0.0037730343
28259,Sin,Sin,Kai Wachi,3Qh65CXtBe3vKmWe5fYbuY,50,131254,0.523,0.00719,0.941,0.457,0.364,0.382,-0.927,0.445,144.536,2,4,dub,1.6161266e-08,0.9286586,0.07094395,0.00039759313
28291,The Lion of Judah,The Very Best of Mad Professor,Mad Professor;Alika,4PenkIGhjX5kjFv05OndKm,34,214573,0.773,0.0118,0.436,1.04e-06,0.128,0.611,-10.163,0.402,85.901,10,4,dub,0.00088144874,0.019217629,0.09644103,0.8834598
28362,CAKE SHAKE,DIABOLICAL,Oski,317KO2y39CAzDjpP8djR0k,48,156000,0.652,0.00211,0.969,0.00252,0.337,0.361,0.074,0.333,89.914,1,4,dub,2.9218368e-08,0.89540863,0.10410132,0.0004900049
28373,The Dead March,The Dead March,Sullivan King;Ray Volpe,0eabdClGMPVwX7gJ8ilNke,53,162356,0.481,0.00295,0.995,0.00144,0.421,0.0608,-1.479,0.414,150.042,1,4,dub,4.954444e-10,0.9575884,0.04235889,5.2649102e-05
28384,Gassed Up,Gassed Up,Zeds Dead;Subtronics;Flowdan,6uwjDA0Qi6hk8C6lPJIMc9,58,238285,0.643,0.0152,0.985,0.000965,0.311,0.182,-1.848,0.41,140.029,4,4,dub,1.0984499e-08,0.91198903,0.08741005,0.00060095603
28400,Language,Language,Porter Robinson,3NRDLYyqIXja0UElvdzjkB,54,368475,0.738,0.0169,0.613,0.0493,0.0684,0.407,-6.001,0.403,127.988,6,4,dub,0.00013177493,0.106703684,0.30512068,0.5880438
28409,Dimension,Dimension,Excision,3IWkjBkiR4pHOkaHV52OMl,50,159162,0.398,0.00261,0.928,0.348,0.31,0.227,-1.203,0.436,149.855,2,4,dub,2.0700632e-08,0.9403366,0.059259206,0.00040409077
28428,Right Riot VIP,Space Cat,Dubscribe,0lomGfpo9wzuh043IDmT7s,41,132800,0.347,0.000265,0.943,0.0274,0.175,0.0797,-1.558,0.405,150.362,0,4,dub,1.6170038e-08,0.969893,0.029905962,0.00020092394
28453,I'll Be Your Reason,I'll Be Your Reason,ILLENIUM,0sBW1wri8FQX4PsCmyF0Pm,47,219882,0.559,0.0251,0.777,0.000198,0.246,0.352,-5.64,0.369,170.114,8,4,dub,2.8832903e-07,0.805965,0.18968667,0.0043479833
28476,Space Cat,Space Cat,Dubscribe,4wHIGHz0UTHPVFSMoVVmcI,38,204800,0.387,0.0143,0.961,0.287,0.442,0.153,-1.603,0.353,75.032,1,4,dub,2.0324086e-07,0.8868389,0.11232561,0.00083513686
28522,Wompum VIP,Head To Head Vol. 1,Barely Alive,1N0k3jzMiHB8hUd6z5zDLY,49,153600,0.353,0.014,0.97,5.58e-05,0.203,0.0861,-0.862,0.354,73.759,11,4,dub,1.6755271e-06,0.92746365,0.07053966,0.0019950934
28529,Dream Land,Blackheart Man,Bunny Wailer,7vp89zcbYncoBCbX5HA3tZ,56,166773,0.782,0.175,0.43,0.000294,0.0603,0.89,-14.285,0.363,72.339,1,4,dub,0.00027000104,0.014488132,0.13257192,0.85266995
28532,Tritonia - Intro,Tritonia 399,Tritonal,0lG80MwXEbuJyCXHX6xnJ3,20,59623,0.344,0.0861,0.822,2.28e-05,0.354,0.244,-9.224,0.38,80.955,9,1,dub,0.0003335118,0.8685771,0.093668275,0.037421077
28547,Nos Porcos Não Crescerão Asas,Singles Collection 2004-2014,Digitaldubs;Jeru Banto,1rxWshnec2pHtynt7YHy8H,29,239934,0.488,0.0434,0.713,4.11e-05,0.0745,0.481,-5.577,0.379,78.447,5,4,dub,0.0009796179,0.20671605,0.24042243,0.55188185
28555,Make It To Tomorrow - Illitheas Remix,Make It To Tomorrow (illitheas Remix),HALIENE;Maratone;Illitheas,0kBx3jLYQlL3oTUI3loBug,0,286956,0.413,0.0086,0.955,0.00374,0.342,0.0441,-6.685,0.403,137.999,7,4,dub,1.497244e-07,0.86406744,0.13353367,0.002398923
28618,Reddy The Throne,Never Say Die Vol. 5,Spag Heddy;PsoGnar,79szetO810NULq91m4aRrh,42,142204,0.611,0.0038,0.967,0.0,0.0808,0.534,-1.486,0.395,112.467,1,3,dub,6.0421506e-08,0.8925017,0.10589155,0.0016066094
28636,Hey Selectah,Bad Lion,Red Lion,4yKWjiuIeJt2dXlSGgJdXo,27,177272,0.693,0.27,0.503,0.0,0.0804,0.642,-7.972,0.409,175.638,7,4,dub,9.9398814e-05,0.09921565,0.28527275,0.61541224
28682,Can't Stand It,Serious Time,Mungo's Hi Fi;Warrior Queen,10T50w3XYQ09AVYrHKJY0s,26,215684,0.815,0.101,0.622,0.000151,0.101,0.657,-8.807,0.408,170.029,7,4,dub,5.6573226e-06,0.20941418,0.51093453,0.27964568
28717,Blasphemy (feat. D-Jahsta),The Lovecraftian Horrors,INHUMAN;D-Jahsta,6EEdLx1s2gjgE4EHQXsQfk,35,267441,0.486,0.0912,0.931,0.0144,0.124,0.163,-2.559,0.379,69.537,1,4,dub,5.4842363e-05,0.76714706,0.18111713,0.05168079
28735,Fighting Against Conviction,Blackheart Man,Bunny Wailer,5MKYnizdhDDik45mEncVXu,54,310706,0.703,0.0937,0.336,0.0258,0.0447,0.712,-15.422,0.334,73.911,1,4,dub,0.0015119965,0.010547502,0.08101411,0.90692633
28779,Same I Ah One,Beauty For Ashes,Midnite;Pressure,2zJmYDvL4DDhSFnlQ3cgnR,27,257880,0.667,0.0742,0.704,0.0,0.34,0.725,-5.205,0.383,147.412,6,4,dub,3.946839e-07,0.5395019,0.44425294,0.01624479
28809,Double Dipping,Double Dipping,Hairitage,4alPbFkCasI3admYNY3JvO,40,172800,0.506,0.105,0.993,0.101,0.473,0.198,-0.394,0.474,75.018,1,4,dub,3.6686142e-08,0.9168328,0.08260044,0.000566726
28821,Where'd U Go (Thoreau Rework),Awake (Remixes),ILLENIUM;Said The Sky;Thoreau,3p7QdyY9RFucHRkeEugVTV,41,215172,0.491,0.302,0.84,0.0,0.0943,0.446,-8.495,0.354,174.014,2,4,dub,1.871093e-05,0.65938467,0.28489044,0.055706114
28878,"Tritonia (Tritonia 399) - Coming Up, Pt. 1",Tritonia 399,Tritonal,3GKa3RctO1YHniUDerjAij,22,37533,0.852,0.0124,0.684,0.0,0.122,0.48,-12.282,0.349,125.93,1,3,dub,4.1644616e-05,0.5352413,0.3009114,0.16380566
28947,"Reggae Music, Part. 2","Reggae Music, Part. 2",Cidade Verde Sounds;Adonai;Helio Bentes;Horace Andy;Dada Yute,5LAGe0KdxSBOdMneQmtkIP,25,226843,0.703,0.279,0.7,1.27e-05,0.33,0.801,-6.517,0.336,77.431,8,4,dub,2.4419684e-05,0.19081844,0.5474121,0.26174513
28951,You Should Run,You Should Run,Moore Kismet;Pauline Herr,5IH5AcpMQCGSv7vtAL5c6X,48,299255,0.636,0.359,0.776,0.00141,0.533,0.257,-4.019,0.335,120.019,6,4,dub,2.6364646e-07,0.72306997,0.2723231,0.0046066986
28954,Lost It,Still Kids - EP,Virtual Riot;Pearl Andersson,2UzzLexdZFJeFK16PqgmV9,44,195200,0.591,0.0941,0.779,5.14e-05,0.113,0.364,-5.767,0.381,150.021,8,4,dub,9.898346e-06,0.7377511,0.22643158,0.03580748
29761,Supercharged,Supercharged,Blanke;Kayoh,40AwRPVVznBteGDvhSuTpp,33,187200,0.61,0.0137,0.954,0.308,0.506,0.309,-3.663,0.452,100.005,11,4,dubstep,2.975206e-07,0.79430366,0.20168422,0.0040117875
29774,Battle Drums,Battle Drums,Kayzo;Atreyu,30XZElqGTzvdg6clMAMcEp,54,209333,0.524,0.0107,0.966,0.00327,0.439,0.386,-2.141,0.452,89.896,10,4,dubstep,7.417866e-08,0.85546005,0.14314122,0.0013985565
29802,Skanka,Skanka,Hamdi,3M2l5Rh3qLjHzgVEWbyAbZ,45,221147,0.53,0.146,0.708,1.36e-05,0.116,0.647,-5.592,0.435,173.381,2,5,dubstep,1.7558403e-06,0.57291067,0.38636795,0.0407195
29873,Cardiac Arrest,Cardiac Arrest,K-NINE;Rico Act,4xGD9C4WdFY64KWMnxjDP7,37,164942,0.605,0.0751,0.935,1.23e-05,0.35,0.482,-0.39,0.331,150.042,11,4,dubstep,4.671886e-09,0.8708147,0.12886788,0.00031731083
29892,Mind the Gap,Has Made 5 More Songs,Rusko,5xKA9Tw3aPiu7rVGWGxvgw,24,179834,0.873,0.00192,0.739,0.187,0.449,0.379,-4.376,0.434,140.011,11,4,dubstep,4.574352e-07,0.6704231,0.31865397,0.010922475
29898,Box Beat,Joint Force EP,Boogie T;Dirt Monkey;Honeycomb,5RAmwjg1kd8zrRM5h8hkaI,23,258206,0.51,0.0158,0.93,0.704,0.155,0.538,-5.529,0.343,92.881,6,3,dubstep,0.0016729751,0.31349644,0.26045245,0.42437807
29913,Don't Give up on Me,Don't Give up on Me,ILLENIUM;Kill The Noise;Mako,0wO6oeF9kMp1FuIUe1AGWZ,43,279200,0.487,0.00367,0.94,0.00549,0.0914,0.223,-3.704,0.367,150.102,8,4,dubstep,3.588209e-07,0.85504866,0.14050348,0.00444743
29915,Hate Being Alone,Hate Being Alone,SLANDER;Dylan Matthew,3EVwNrVchN0ohZAe9j03C3,40,236832,0.501,0.0132,0.969,5.15e-06,0.139,0.17,-2.011,0.353,74.767,7,4,dubstep,5.042666e-06,0.86051536,0.1307159,0.008763593
29955,Braincase,Braincase,Kayzo;Subtronics,3AawFHorBGEDdM9ngI8ofa,50,192000,0.813,0.00654,0.8,0.424,0.194,0.366,-2.818,0.335,145.03,11,4,dubstep,2.1690637e-06,0.7097773,0.27310216,0.01711836
29999,Cry Me a River,"Ruined Dubstep - EP, Pt. 1",Borgore,5ruT2dWSHtML4esT7doTzt,21,278851,0.536,0.168,0.416,0.00148,0.0715,0.134,-10.004,0.35,67.922,7,4,dubstep,0.31649414,0.0061747935,0.014451858,0.6628792
30051,Sage,Ved,Ritviz,43mHckutQvJr49nT0UvRxy,63,230204,0.663,0.00434,0.412,0.019,0.215,0.356,-8.195,0.364,98.023,5,4,edm,0.002705457,0.055460732,0.13599782,0.8058361
30110,Angetenar,Angetenar,Rompasso;Rich The Kid,04aulIHjjQyDVUUmaFDy8w,59,190909,0.708,0.0066,0.879,0.0,0.116,0.202,-4.437,0.342,109.939,7,4,edm,2.4345723e-06,0.8368277,0.15297592,0.010193884
30162,Invisible,Invisible,Zeus X Crona;Julius Dreisig,1QQ1Dx8dcLgWvUaY5fk84y,67,201015,0.682,0.141,0.836,0.0383,0.0891,0.224,-3.259,0.354,82.53,2,4,edm,4.7177742e-05,0.6195368,0.27277946,0.10763649
30704,Like A G6,Free Wired,Far East Movement;The Cataracs;DEV,5AyL2kgLtTWEu3qO3B9SqK,74,216893,0.435,0.00676,0.837,0.0,0.117,0.778,-8.126,0.449,124.913,3,4,edm,1.689559e-05,0.58688194,0.33178464,0.08131649
30759,Do You?,"V!BEZ, Vol. 3",TroyBoi,0tAFy8LVdMQgW6A6Nq7olS,62,195790,0.827,0.164,0.518,0.375,0.61,0.584,-8.156,0.343,80.729,10,4,edm,0.00023803975,0.18916732,0.42822894,0.38236564
31034,bury a friend,Halloween Songs | Witches Hour,Billie Eilish,6ZRF2oj59pKnVYjHcvN2Pa,5,193143,0.887,0.739,0.388,0.143,0.106,0.205,-14.505,0.349,120.035,8,4,electro,0.024584763,0.0029501067,0.031097872,0.9413672
31257,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco;Selena Gomez;J Balvin;Tainy,1WSGTYKLEpKfNQYYW5Oymt,67,158027,0.541,0.404,0.468,3.65e-06,0.358,0.69,-4.039,0.362,95.266,10,4,electro,0.0006886432,0.14386302,0.3120435,0.54340476
31554,Mehmaan,Mismatched: Season 2 (Music from the Netflix Series),Sickflip;Mismatched;Raitila Rajasthan,18Eu9puOprFj4acahSyF1d,51,170400,0.367,0.814,0.518,0.071,0.16,0.53,-9.946,0.464,98.24,11,4,electro,0.4785211,0.00031014046,0.0012689083,0.51989996
31623,"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,5EbX5xL3O2xT8FxCpYzgUO,66,175517,0.309,0.155,0.544,0.000265,0.0727,0.16,-9.621,0.352,180.979,9,4,electro,0.0013797948,0.3207478,0.20078035,0.47709206
31854,Amar,Amar,Prabh Deep,12IT9FwJuLloQ00BBqrqh2,44,272747,0.522,0.632,0.665,2.86e-06,0.112,0.395,-7.694,0.43,83.077,1,1,electro,0.06421129,0.0027784586,0.0071529886,0.9258571
31875,not ur friend,love is not dying,Jeremy Zucker,2b2LUjMx9LKwIARJf93Rbd,61,174520,0.778,0.301,0.313,0.0,0.667,0.707,-9.288,0.421,68.936,4,4,electro,9.937504e-05,0.10946139,0.35975173,0.5306876
31909,"Class-Sikh Maut, Vol. II","Class-Sikh Maut, Vol. II",Prabh Deep;Seedhe Maut;Sez on the Beat,4lupTQUPLUwzlQoyqCzURl,42,142163,0.855,0.0601,0.68,0.0,0.0417,0.818,-8.041,0.428,129.843,8,4,electro,2.9842597e-06,0.15553832,0.52165854,0.32280016
31911,Das main ki pyar wichon khatya (Sunno Flip),Das main ki pyar wichon khatya (Sunno Flip),Ghauri;Lal Chand Yamla Jatt,2ggqqUQ5j358PFmvfBVswn,44,131451,0.771,0.0416,0.666,0.0231,0.0845,0.774,-6.631,0.443,76.0,4,4,electro,3.0830586e-05,0.092416,0.31342015,0.5941329
32136,Overnight,Overnight,HXE,6re8Gb0JHD69k5B53tCAF6,49,73534,0.812,0.168,0.474,4.89e-05,0.182,0.476,-6.966,0.36,158.121,2,4,electronic,2.8053493e-05,0.29927483,0.46679574,0.23390138
32155,Cbat,Satin Panthers,Hudson Mohawke,0AzD1FEuvkXP1verWfaZdv,67,171720,0.58,0.0042,0.52,0.831,0.0904,0.0585,-5.999,0.42,159.722,9,4,electronic,0.06367727,0.023988377,0.09663427,0.8157001
32168,WARDOGZ,6 FEET UNDER,GRAVEDGR;City Morgue,6BSPfADBMriOIJmiNnc6mC,55,154616,0.619,0.0689,0.899,0.0,0.106,0.507,-3.914,0.397,150.186,4,4,electronic,1.0347796e-07,0.8552954,0.14198187,0.002722623
32253,Khat,Khat,Prabh Deep,6DCiGYaCeAr8diEdiCKOeE,32,246010,0.787,0.359,0.656,6.16e-06,0.369,0.449,-10.056,0.388,114.879,11,4,electronic,0.00041607697,0.051220167,0.23074758,0.71761614
32275,Pop Off,RISE,Fabian Mazur;Kazu,2brgW2rPRbY5Zn0aU2USgc,50,160874,0.709,0.0172,0.747,2.06e-05,0.131,0.573,-4.705,0.347,140.024,10,4,electronic,6.3433146e-07,0.6339131,0.35116175,0.014924459
32289,Prolong,Prolong,HXE,4vEVZTyJ1MfSvXXU59ncY6,41,129000,0.788,0.02,0.375,0.00459,0.161,0.35,-9.933,0.424,160.043,9,4,electronic,0.00062836194,0.07818685,0.14148976,0.7796951
32356,RAMPAGE,6 FEET UNDER,GRAVEDGR,2QanQ4WoQAb8zwOzweQihV,54,179020,0.606,0.00693,0.866,4.88e-05,0.345,0.368,-3.044,0.365,75.135,11,4,electronic,2.2837746e-06,0.79086536,0.20254593,0.0065864036
32454,Kala,Kala,Prabh Deep,6hDqua7fwHmLIzULajiZe8,28,210592,0.759,0.787,0.395,0.0,0.11,0.905,-13.771,0.487,114.951,8,4,electronic,0.0011788083,0.0006166846,0.013883174,0.98432136
32624,Spirits Pt. 2,RESET,Party Favor;Lil Gnar,1hmiQTBi1ucDbqs0KEJ1c8,54,121849,0.597,0.111,0.967,0.0,0.11,0.25,-3.479,0.331,145.995,2,4,electronic,1.683994e-07,0.93059194,0.0682951,0.0011126616
32626,Motivation,Motivation,22 Void Beats;Sneaky Ollie;Milano The Don,5zSLlhe4kThCv0otCTv5CL,38,118583,0.469,0.0264,0.95,0.00453,0.19,0.312,-6.459,0.443,149.883,9,4,electronic,2.3371501e-07,0.92935425,0.06884455,0.0018009327
32637,Level Up,×CVE7E×,CA7RIEL,1cEXVfJvyZL4usmuU9GTXY,36,237046,0.827,0.131,0.572,0.0,0.153,0.711,-5.463,0.345,95.007,9,4,electronic,2.5709662e-05,0.07647236,0.4837399,0.43976194
32771,Mawlee (feat. Young Buck & DJ Afterthought),Mawlee (feat. Young Buck & DJ Afterthought),Riot Ten;Young Buck;DJ Afterthought,0CLaGp0DMEjocSrAtvhcJl,49,178285,0.917,0.278,0.505,0.00669,0.145,0.267,-8.73,0.331,139.979,10,4,electronic,0.00034354496,0.10078762,0.25773364,0.6411352
32873,Амфибия,Наука,Krovostok,4OEFimDOokeMcxvWdmWbuI,50,284776,0.847,0.341,0.409,1.46e-05,0.0995,0.481,-11.034,0.422,125.946,1,4,electronic,0.000553976,0.017295282,0.091538556,0.89061224
32939,Drop That MF,Drop That MF,HXE,4PuvBMm0y4klls9NCg8lxl,33,116006,0.947,0.0181,0.193,0.368,0.111,0.135,-12.119,0.482,129.985,7,4,electronic,0.09983247,0.0031874308,0.04284132,0.8541388
32959,K.O.,K.O.,Prabh Deep;Sez on the Beat,4jchz0e8ppRtrfOzXHG5Vv,24,90703,0.483,0.323,0.801,0.0,0.179,0.587,-6.18,0.472,81.884,1,1,electronic,0.0023398893,0.39246163,0.1162118,0.4889867
33050,FEFE,DUMMY BOY,6ix9ine;Nicki Minaj;Murda Beatz,1M6SuEJZJkZf2S419vIPkB,72,179404,0.931,0.088,0.387,0.0,0.136,0.375,-9.127,0.412,125.978,1,4,emo,0.00014964362,0.085661106,0.21725236,0.69693696
33068,Dream lantern,Your Name.,RADWIMPS,5mEqD00bdFcsiVd0MfvEeF,63,131666,0.206,0.0316,0.871,6.55e-05,0.0596,0.125,-5.751,0.419,175.6,8,3,emo,2.6108535e-06,0.94916826,0.04654962,0.004279485
33070,GOOBA,TattleTales,6ix9ine,1XdbvPWz4lhyRBMz9cBy8b,71,132303,0.611,0.0264,0.688,0.0,0.251,0.393,-5.688,0.341,178.462,1,4,emo,2.5540297e-07,0.8487743,0.14851512,0.0027101783
33110,infinity (888) - feat. Joey Bada$$,?,XXXTENTACION;Joey Bada$$,7J2gyNghNTzl4EsLhXp01Q,74,176590,0.562,0.274,0.579,0.0,0.102,0.577,-6.788,0.484,84.143,10,4,emo,0.0023476023,0.013128466,0.035322756,0.9492012
33119,FUXK (feat. Ski Mask the Slump God),LOOK AT ME: THE ALBUM,XXXTENTACION;Ski Mask The Slump God,2y55JzTDe2kFDChkBZUOUS,65,160506,0.767,0.0887,0.71,3.41e-06,0.106,0.244,-7.177,0.352,120.0,11,4,emo,0.0001541919,0.46246198,0.28910083,0.24828292
33127,Off the Wall!,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION;Ski Mask The Slump God,0GRmh4ZlobfhvDE9L4CbOs,65,203493,0.834,0.123,0.374,0.0,0.134,0.545,-10.173,0.333,140.001,1,4,emo,0.00013721101,0.09894804,0.35659444,0.54432034
33263,GINÉ,GINÉ,6ix9ine,4SCdkCFsbnQD6qnVc9l5Bt,61,134844,0.563,0.0831,0.724,0.0,0.237,0.486,-4.651,0.347,93.006,2,4,emo,2.1004083e-05,0.6908077,0.27767143,0.031499956
33270,HIT THE FLOOR,HIT THE FLOOR,Promoting Sounds;DIRTYXAN,7MUW9VPYDM00UdwF1csfCq,56,117394,0.787,0.104,0.502,0.00112,0.234,0.506,-5.119,0.37,180.038,9,4,emo,3.4584748e-06,0.48716792,0.45814395,0.054684624
33277,SMASH! - feat. PnB Rock,?,XXXTENTACION;PnB Rock,6rAGFgcGtlIdYxlhDizXNo,58,109556,0.819,0.153,0.513,0.0,0.138,0.607,-9.005,0.433,140.032,6,4,emo,8.751849e-05,0.09065183,0.24096264,0.66829807
33333,Pain in December,Winter Beamon: Collection 1,Beamon,48OrVEvT7yg0qELmu9QmbO,41,139764,0.724,0.0722,0.406,0.0,0.162,0.29,-12.152,0.422,170.081,2,4,emo,0.00088176894,0.10287331,0.14500505,0.7512397
33353,STOOPID,DUMMY BOY,6ix9ine;Bobby Shmurda,2SjOYQ127lPP8Gerv1qSVh,59,152000,0.733,0.13,0.63,0.0,0.162,0.833,-4.296,0.395,149.991,11,4,emo,9.294672e-07,0.31808868,0.61228913,0.06962125
